Book-Title,ISBN,Book-Author,Year-Of-Publication,Avg-rating,description,page,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
She's Come Undone (Oprah's Book Club),671021001,Wally Lamb,1998,3.88,"In this extraordinary coming-of-age odyssey, Wally Lamb invites us to hitch a wild ride on a journey of love, pain, and renewal with the most heartbreakingly comical heroine to come along in years.Meet Dolores Price. She's 13, wise-mouthed but wounded, having bid her childhood goodbye. Stranded in front of her bedroom TV, she spends the next few years nourishing herself with the Mallomars, potato chips, and Pepsi her anxious mother supplies. When she finally orbits into young womanhood at 257 pounds, Dolores is no stronger and life is no kinder. But this time she's determined to rise to the occasion and give herself one more chance before she really goes under.",465,Pocket,http://images.amazon.com/images/P/0671021001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671021001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671021001.01.LZZZZZZZ.jpg
Shell Seekers,440202043,Rosamunde Pilcher,1996,4.16,"Artist's daughter Penelope Keeling can look back on a full and varied life: a Bohemian childhood in London and Cornwall, an unhappy wartime marriage, and the one man she truly loved. She has brought up three children - and learned to accept them as they are. Yet she is far too energetic and independent to settle sweetly into pensioned-off old-age. And when she discovers that her most treasured possession, her father's painting, The Shell Seekers, is now worth a small fortune, it is Penelope who must make the decisions that will determine whether her family can continue to survive as a family, or be split apart.",530,Dell,http://images.amazon.com/images/P/0440202043.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440202043.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440202043.01.LZZZZZZZ.jpg
Shopaholic Takes Manhattan (Summer Display Opportunity),385335881,Sophie Kinsella,2002,3.78,"The irresistible heroine of Confessions of a Shopaholic and Shopaholic Ties the Knot is back! And this time Becky Bloomwood and her credit cards are headed across the Atlantic....
With her shopping excesses (somewhat) in check and her career as a TV financial guru thriving, Becky's biggest problem seems to be tearing her entrepreneur boyfriend, Luke, away from work for a romantic country weekend. And worse, figuring out how to pack light. But packing takes on a whole new meaning when Luke announces he's moving to New York for business--and he asks Becky to go with him! Before you can say ""Prada sample sale,"" Becky has landed in the Big Apple, home of Park Avenue penthouses and luxury boutiques.
Surely it's only a matter of time until she becomes an American TV celebrity, and she and Luke are the toast of Gotham society. Nothing can stand in their way, especially with Becky's bills miles away in London. But then an unexpected disaster threatens her career prospects, her relationship with Luke, and her available credit line! Shopaholic Takes Manhattan--but will she have to return it?",387,Delta,http://images.amazon.com/images/P/0385335881.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335881.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335881.01.LZZZZZZZ.jpg
Shopaholic Ties the Knot,385336179,Sophie Kinsella,2003,3.79,"For once in Becky Bloomwood's life, things are going smoothly. She's got the dream job as a personal shopper (spending other people's money - and getting paid for it). She's got a fabulous Manhattan apartment with her boyfriend Luke. They've even opened a joint bank account (although they can't quite agree on whether a Miu Miu skirt counts as a household expense).

Then Luke proposes - and all of a sudden life gets hectic. Becky's mum in rural Surrey wants one thing, Luke's mother in New York wants the complete opposite. Becky knows she has to sit down and decide - but to be honest, it's a lot more fun testing cake, trying on dresses and registering wedding presents. But time's ticking by, plans are being made both sides of the Atlantic and soon she realizes she's in trouble...",407,Delta,http://images.amazon.com/images/P/0385336179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385336179.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385336179.01.LZZZZZZZ.jpg
Sick Puppy,446604666,Carl Hiaasen,2001,3.9,"Independently wealthy eco-terrorist Twilly Spree teaches a flagrant litterbug a lesson--and leaves the offender's precious Range Rover swarming with hungry dung beetles. When he discovers the litterer is one of the most powerful political fixers in Florida, the real Hiaasen-style fun begins.",464,Warner Vision,http://images.amazon.com/images/P/0446604666.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604666.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604666.01.LZZZZZZZ.jpg
Silence of the Lambs,312924585,Thomas Harris,1991,4.2,Hannibal Lecter. The ultimate villain of modern fiction. Read the five-million-copy bestseller that scared the world silent. The Silence of the Lambs. A young FBI trainee. An evil genius locked away for unspeakable crimes. A plunge into the darkest chambers of a psychopath's mind--in the deadly search for a serial killer. - back cover,421,St. Martin's Press,http://images.amazon.com/images/P/0312924585.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312924585.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312924585.01.LZZZZZZZ.jpg
Silent Witness,345404769,RICHARD NORTH PATTERSON,1997,4.03,"Almost thirty years have passed since Tony Lord left Lake City. Thirty long years dedicated to putting the past the brutal murder of his girlfriend, Alison Taylor, and his own acquittal of the crime behind him. Married, a father, and a successful defense lawyer in San Francisco, Tony Lord has run as far from Lake City as he can.

But the phone call requesting his return and the circumstances surrounding it is enough to make the ghosts of Tony's past live again. The trigger is the murder of another young woman - that of 16-year-old Lake City High School track star Marcie Calder, last seen alive with Sam Robb, her coach and Tony's childhood friend.

With this stunning new novel of psychological drama and suspense, Richard North Patterson has done it again. Silent Witness is a drama of rivalry and betrayal, the darkest recesses of love and friendship, and the tenacious grip of the past on all our lives.",494,Ballantine Books,http://images.amazon.com/images/P/0345404769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345404769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345404769.01.LZZZZZZZ.jpg
Skeleton Crew,451168615,Stephen King,1986,3.96,"From the Flap:The Master at his scarifying best! From heart-pounding terror to the eeriest of whimsy--tales from the outer limits of one of the greatest imaginations of our time!Evil that breathes and walks and shrieks, brave new worlds and horror shows, human desperation bursting into deadly menace--such are the themes of these astounding works of fiction. In the tradition of Poe and Stevenson, of Lovecraft and The Twilight Zone, Stephen King has fused images of fear as old as time with the iconography of contemporary American life to create his own special brand of horror--one that has kept millions of readers turning the pages even as they gasp.In the book-length story ""The Mist,"" a supermarket becomes the last bastion of humanity as a peril beyond dimension invades the earth. . .Touch ""The Man Who Would Not Shake Hands,"" and say your prayers . . .There are some things in attics which are better left alone, things like ""The Monkey"" . . .The most sublime woman driver on earth offers a man ""Mrs. Todd's Shortcut"" to paradise . . .A boy's sanity is pushed to the edge when he's left alone with the odious corpse of ""Gramma"" . . .If you were stunned by Gremlins, the Fornits of ""The Ballad of the Flexible Bullet"" will knock your socks off . . .Trucks that punish and beautiful teen demons who seduce a young man to massacre; curses whose malevolence grows through the years; obscene presences and angels of grace--here, indeed, is a night-blooming bouquet of chills and thrills.",612,Signet Book,http://images.amazon.com/images/P/0451168615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451168615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451168615.01.LZZZZZZZ.jpg
Skipping Christmas,385505833,JOHN GRISHAM,2001,3.5,"Imagine a year without Christmas. No crowded shops, no corny office parties, no fruitcakes, no unwanted presents. That's just what Luther and Nora Krank have in mind when they decide that, just this once, they'll skip the holiday altogether. Theirs will be the only house on the street without a rooftop Frosty the snowman; they won't be hosting their annual Christmas Eve bash; they aren't even going to have a tree. They won't need one, because come December 25 they're setting sail on a Caribbean cruise. But, as this weary couple is about to discover, skipping Christmas brings enormous consequences - and isn't half as easy as they'd imagined.A classic tale for modern times, Skipping Christmas offers a hilarious look at the chaos and frenzy that has become part of our holiday tradition.",198,Doubleday,http://images.amazon.com/images/P/0385505833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385505833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385505833.01.LZZZZZZZ.jpg
Slammerkin,151006725,Emma Donoghue,2001,3.72,"Mary Saunders, a lower-class London schoolgirl, was born into rough cloth but hungered for lace and the trappings of a higher station than her family would ever know. In 18th-century England, Mary's shrewd instincts will get her only so far, and she despairs of the plans made for her to carve out a trade as a seamstress or a maid. Unwilling to bend to such a destiny, Mary strikes out on a painful, fateful journey all her own. Inspired by the obscure historical figure Mary Saunders, Slammerkin is a provocative, graphic tale and a rich feast of an historical novel. Author Emma Donoghue probes the gap between a young girl's quest for freedom and a better life and the shackles that society imposes on her. ""Never give up your liberty.""",410,Harcourt,http://images.amazon.com/images/P/0151006725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151006725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151006725.01.LZZZZZZZ.jpg
